### Company : docusign.txt ###
Question 1 | Answer 1 | Justification This Privacy Policy sets out how DocuSign, Inc. and its group of companies ( us, our, or we ) collect and use personal information from customers and other individuals (collectively "you") who access or use our websites, including docusign.com and docusign.net, our mobile applications, our web client or professional client, and or any of our other sites, products, or services that link to this Privacy Policy (the Services ).
Question 21 | Answer 1 | Justification The parties agree that the audit reports and audit rights provided under the Processor Code and Agreement will be used to satisfy any audit or inspection requests by or on behalf of Customer and to demonstrate compliance with applicable obligations of DocuSign under this DPA.
Question 22 | Answer 1 | Justification Here are some examples of how we use the personal information we process: Provide you with the Services and products you request and collect payments Send you records of our relationship, including for purchases or other events Market features, products, or special events using email or phone or send you marketing communications about third party products and services we think may be of interest to you Record details about what happens with electronic documents, such as who viewed or signed, the devices used and when these events occur Run sweepstakes, contests, and refer-a-friend programs Choose and deliver content and tailored advertising, and support the marketing and advertising of our Services Create and review data about our users and how they use our Services Test changes in our Services and develop new features and products Fix problems you may have with our Services, including answering support questions and resolving disputes Manage the Services platform including support systems and security Prevent, investigate and respond to: fraud, unauthorized access to or use of our Services, breaches of terms and policies, or other wrongful behavior Comply with legal obligations Meet legal retention periods Other Uses.


### Company : hotjar.txt ###
Question 1 | Answer 1 | Justification DOCUMENT Privacy Policy https: www.hotjar.com legal policies privacy Privacy Policy We will NEVER sell your personal data to anyone.
Question 2 | Answer 1 | Justification Customers who would like to enable this particular feature should sign a Data Processing Agreement with Hotjar.
Question 3 | Answer 1 | Justification International Transfers of Personal Data Hotjar s customer information is stored in the European Union. In some limited cases, customer information may be accessed from, or other data (e.g., e-mail) may be transferred to, the usa or other countries which may have data protection laws that are different from the laws where you live.
Question 4 | Answer 0 | Justification International Transfers of Personal Data Hotjar s customer information is stored in the European Union. In some limited cases, customer information may be accessed from, or other data (e.g., e-mail) may be transferred to, the usa or other countries which may have data protection laws that are different from the laws where you live.
Question 5 | Answer 840 | Justification International Transfers of Personal Data Hotjar s customer information is stored in the European Union. In some limited cases, customer information may be accessed from, or other data (e.g., e-mail) may be transferred to, the usa or other countries which may have data protection laws that are different from the laws where you live.
Question 6 | Answer 0 | Justification International Transfers of Personal Data Hotjar s customer information is stored in the European Union. In some limited cases, customer information may be accessed from, or other data (e.g., e-mail) may be transferred to, the usa or other countries which may have data protection laws that are different from the laws where you live.
Question 7 | Answer 0 | Justification International Transfers of Personal Data Hotjar s customer information is stored in the European Union. In some limited cases, customer information may be accessed from, or other data (e.g., e-mail) may be transferred to, the usa or other countries which may have data protection laws that are different from the laws where you live.
Question 8 | Answer 1 | Justification This includes signing a Data Processing Agreement (together with Standard Contractual Clauses, where applicable) with all of our sub-processors and ensuring they all have supplementary measures in place, where applicable.
Question 9 | Answer 470 | Justification The parties agree that any dispute or claim arising out of or in connection with this Agreement or its subject-matter, shall be subject to the exclusive jurisdiction of the Malta Arbitration Centre in accordance with the Arbitration Act (Cap. 387 of the Laws of Malta) and the arbitration rules of the Malta Arbitration Centre in force at the time of the dispute.
Question 10 | Answer 0 | Justification The parties agree that any dispute or claim arising out of or in connection with this Agreement or its subject-matter, shall be subject to the exclusive jurisdiction of the Malta Arbitration Centre in accordance with the Arbitration Act (Cap. 387 of the Laws of Malta) and the arbitration rules of the Malta Arbitration Centre in force at the time of the dispute.
Question 11 | Answer 470 | Justification The parties agree that any dispute or claim arising out of or in connection with this Agreement or its subject-matter, shall be subject to the exclusive jurisdiction of the Malta Arbitration Centre in accordance with the Arbitration Act (Cap. 387 of the Laws of Malta) and the arbitration rules of the Malta Arbitration Centre in force at the time of the dispute.
Question 12 | Answer 0 | Justification The parties agree that any dispute or claim arising out of or in connection with this Agreement or its subject-matter, shall be subject to the exclusive jurisdiction of the Malta Arbitration Centre in accordance with the Arbitration Act (Cap. 387 of the Laws of Malta) and the arbitration rules of the Malta Arbitration Centre in force at the time of the dispute.
Question 13 | Answer 0 | Justification ['']
Question 14 | Answer 1 | Justification The extent of the Service(s) to which You may have access to may be dependent on the relevant Subscription Plan, Subscription Term and respective and timely payment of Service fees to Hotjar.
Question 15 | Answer 1 | Justification Access and Disclosure to Third Parties Hotjar does not sell, and has not sold, consumers Personal Data at any time.
Question 16 | Answer 1 | Justification Sub-Processor Country Service Sub-Processor Measures Amazon Web Services, Ireland, Cloud Service Provider, Shared Responsibility Model Datadog, usa Real-time alerts and monitoring service, Security, Data Protection, and Compliance practices Sentry, usa Application monitoring and error tracking, Security and Compliance commitments Hotjar is committed to ensuring that all of its sub-processors have the appropriate legal and security safeguards in place to ensure that your data will remain protected to the highest standards.
Question 17 | Answer 1 | Justification DOCUMENT Sub-Processors used by Hotjar https: help.hotjar.com hc en-us articles 360058514233-Sub-Processors-used-by-Hotjar Sub-Processors used by Hotjar Please see the below list of sub-processors that Hotjar has engaged with, the country they operate from, and the service(s) they provide.
Question 18 | Answer 372 | Justification Sub-Processor Country Service Sub-Processor Measures Amazon Web Services, Ireland, Cloud Service Provider, Shared Responsibility Model Datadog, usa Real-time alerts and monitoring service, Security, Data Protection, and Compliance practices Sentry, usa Application monitoring and error tracking, Security and Compliance commitments Hotjar is committed to ensuring that all of its sub-processors have the appropriate legal and security safeguards in place to ensure that your data will remain protected to the highest standards.
Question 19 | Answer 840 | Justification Sub-Processor Country Service Sub-Processor Measures Amazon Web Services, Ireland, Cloud Service Provider, Shared Responsibility Model Datadog, usa Real-time alerts and monitoring service, Security, Data Protection, and Compliance practices Sentry, usa Application monitoring and error tracking, Security and Compliance commitments Hotjar is committed to ensuring that all of its sub-processors have the appropriate legal and security safeguards in place to ensure that your data will remain protected to the highest standards.
Question 20 | Answer 0 | Justification Sub-Processor Country Service Sub-Processor Measures Amazon Web Services, Ireland, Cloud Service Provider, Shared Responsibility Model Datadog, usa Real-time alerts and monitoring service, Security, Data Protection, and Compliance practices Sentry, usa Application monitoring and error tracking, Security and Compliance commitments Hotjar is committed to ensuring that all of its sub-processors have the appropriate legal and security safeguards in place to ensure that your data will remain protected to the highest standards.
Question 21 | Answer 0 | Justification ['']
Question 22 | Answer 1 | Justification Following termination of your account, we may retain your personal data (in part or in whole) in order to meet any regulatory and reporting requirements for the timeframes stipulated by law and in order to be able to address customer service issues.


### Company : iadvize.txt ###
Question 1 | Answer 1 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 2 | Answer 0 | Justification ['']
Question 3 | Answer 0 | Justification ['']
Question 4 | Answer 1 | Justification ['']
Question 5 | Answer 0 | Justification 
Question 6 | Answer 0 | Justification 
Question 7 | Answer 0 | Justification 
Question 8 | Answer 1 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 9 | Answer 0 | Justification 
Question 10 | Answer 0 | Justification 
Question 11 | Answer 0 | Justification 
Question 12 | Answer 0 | Justification 
Question 13 | Answer 1 | Justification DOCUMENT Security Privacy https: www.iadvize.com en product security-privacy Compliance and security of the iAdvize infrastructure iAdvize uses an infrastructure which is compliant with the ISO27001, ISO9001, SOC and PCI-DSS 3.2 Level 1 international certifications and certificates.
Question 14 | Answer 1 | Justification DOCUMENT Pricing https: landing.iadvize.com en pricing-iadvize Customised pricing for your business Solene will contact you shortly to discuss your pricing request.
Question 15 | Answer 1 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 16 | Answer 1 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 17 | Answer 0 | Justification ['']
Question 18 | Answer 246 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 19 | Answer 250 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 20 | Answer 276 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.
Question 21 | Answer 0 | Justification ['']
Question 22 | Answer 2 | Justification We use data to: Collection of GDPR consents (articles 6 to 8) Why do we use data : Legal obligation How long do we retain data for: Five years after the end of validity of the consent Which third parties may receive data : None Where might data be transferred : Not specified What data comes from external sources : None Conversation recording Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : France, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources :None Direct marketing absent a prior contact with the persons (scraping) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, France (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing absent a prior contact with the persons (social networks) Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Device or connection data Direct marketing after prior contact with the persons Why do we use data : Legitimate interest How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Finland, Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Professional life, Identity contact, Contact files, Business cards, Device or connection data Direct marketing expressly requested by the persons (newsletter) Why do we use data : Consent of the person How long do we retain data for : Three years following the last contact from the person Which third parties may receive data : Service provider, Affiliate Where might data be transferred : Germany (Privacy shield, Standard contractual clauses) What data comes from external sources : Device or connection data Your rights You retain full rights on your data.


### Company : mailjet.txt ###
Question 1 | Answer 1 | Justification This means that we are responsible for deciding how we hold and use personal data about you.
Question 2 | Answer 1 | Justification You can request to sign our Data Processing Agreement which lists out all our important sub processors used and the measures in place to ensure proper data protections.
Question 3 | Answer 1 | Justification Your platform will be hosted from their data centers throughout the usa or Europe, based on where you have selected to deploy our services.
Question 4 | Answer 0 | Justification (b) Mailgun may terminate this DPA and the Standard Contractual Clauses if Mailgun offers alternative mechanisms to Customer that comply with the obligations of the European Union privacy laws for the transfer of Personal Data outside the EEA.
Question 5 | Answer 840 | Justification Your platform will be hosted from their data centers throughout the usa or Europe, based on where you have selected to deploy our services.
Question 6 | Answer 0 | Justification Your platform will be hosted from their data centers throughout the usa or Europe, based on where you have selected to deploy our services.
Question 7 | Answer 0 | Justification Your platform will be hosted from their data centers throughout the usa or Europe, based on where you have selected to deploy our services.
Question 8 | Answer 1 | Justification When we need to provide your personal data to third parties, we will only share it to the extent necessary to provide you with our services, and we ensure that we have in place data protection requirements with these third parties (including standard contractual clauses as well as the requisite technical and organisational measures).
Question 9 | Answer 840 | Justification GOVERNING LAW 15.1 The Agreement is governed by the laws of the State of Texas, usa exclusive of any choice of law principle that would require the application of the law of a different jurisdiction, and the laws of the usa of America including the Federal Arbitration Act, 9 usa C. 1, et seq.
Question 10 | Answer 0 | Justification GOVERNING LAW 15.1 The Agreement is governed by the laws of the State of Texas, usa exclusive of any choice of law principle that would require the application of the law of a different jurisdiction, and the laws of the usa of America including the Federal Arbitration Act, 9 usa C. 1, et seq.
Question 11 | Answer 840 | Justification GOVERNING LAW 15.1 The Agreement is governed by the laws of the State of Texas, usa exclusive of any choice of law principle that would require the application of the law of a different jurisdiction, and the laws of the usa of America including the Federal Arbitration Act, 9 usa C. 1, et seq.
Question 12 | Answer 0 | Justification GOVERNING LAW 15.1 The Agreement is governed by the laws of the State of Texas, usa exclusive of any choice of law principle that would require the application of the law of a different jurisdiction, and the laws of the usa of America including the Federal Arbitration Act, 9 usa C. 1, et seq.
Question 13 | Answer 1 | Justification Additionally, all providers are SOC Type II and ISO 27001 certified.
Question 14 | Answer 1 | Justification Payment Providers: We use a Stripe® and Chargify, to process subscription payments, and therefore provide them with the personal data required to charge your credit card and maintain any payment mandate information as law requires.
Question 15 | Answer 1 | Justification Except for the limited circumstances we describe here or in an applicable agreement or our Terms of service, we do not share your personal data with third parties.
Question 16 | Answer 1 | Justification Customer engagement: We use third-party service providers and platforms (such as Gainsight, Customer.io, Salesforce, Uservoice, Zapier, and Zendesk) for customer engagement, customer chat, product feedback and customer support ticketing.
Question 17 | Answer 1 | Justification You can request to sign our Data Processing Agreement which lists out all our important sub processors used and the measures in place to ensure proper data protections.
Question 18 | Answer 100 | Justification ANNEX 2 AUTHORIZED SUB-PROCESSORS AS OF THE DPA EFFECTIVE DATE Infrastructure Sub-Processors Company, Server Location, Description of Activities Google Platform, Germany and usa datacenter Rackspace (AWS), usa and Germany, Datacenter, Proxiad Bulgaria, Bulgaria, Ticket supports functions and TAM functions Mailgun Technologies, usa Group company Standard Contractual Clauses (processors) For the purposes of Article 26(2) of Directive 95 46 EC for the transfer of personal data to processors established in third countries which do not ensure an adequate level of data protection The Customer entity that is a party to the DPA to which these Standard Contractual Clauses are attached.
